images,name,id,sciName,region,status,recordings
"['https://images.unsplash.com/photo-1582730463790-3c3864de6cbf', 'https://images.unsplash.com/photo-1661141464435-858f68c4b8f0']",Mute Swan,10,Cygnus olor,"['North America', 'Western Europe']",Low Concern,"[{'date': '2013-12-28', 'loc': 'Jamaica Bay Wildlife Refuge, Queens, New York', 'birdId': 10, 'lic': '//creativecommons.org/licenses/by-nc-sa/3.0/', 'type': 'wing beats', 'gen': 'Cygnus', 'rec': 'Daniel Parker', 'rmk': 'Two birds took off and flew past. Loud jet in background.', 'ssp': '', 'file': 'https://xeno-canto.org/161413/download', 'uploaded': '2013-12-29', 'playback-used': 'no', 'id': '161413', 'sp': 'olor', 'lat': '40.6158', 'lng': '-73.83', 'bird-seen': 'yes', 'alt': '?', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC161413-small.png', 'large': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC161413-large.png', 'med': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC161413-med.png', 'full': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC161413-full.png'}, 'cnt': 'United States', 'length': '0:23', 'en': 'Mute Swan', 'also': [''], 'url': '//xeno-canto.org/161413', 'q': 'D', 'file-name': 'XC161413-Mute_Swan_1.mp3', 'time': '13:30'}, {'date': '2014-01-25', 'loc': 'Black Rock Park, Croton, New York', 'birdId': 10, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'juvenile, wing noise', 'rmk': 'Introduced; two birds flying over; presumed to be cygnets based on sight.', 'rec': 'Daniel Parker', 'ssp': '', 'gen': 'Cygnus', 'file': 'https://xeno-canto.org/211351/download', 'playback-used': 'unknown', 'uploaded': '2015-01-26', 'id': '211351', 'sp': 'olor', 'lat': None, 'lng': None, 'bird-seen': 'yes', 'length': '0:18', 'alt': '?', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC211351-small.png', 'large': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC211351-large.png', 'med': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC211351-med.png', 'full': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC211351-full.png'}, 'en': 'Mute Swan', 'also': [''], 'url': '//xeno-canto.org/211351', 'q': 'C', 'time': '16:40', 'file-name': 'XC211351-Mute_Swan_2.mp3'}, {'date': '2015-12-26', 'loc': 'Trustom NWR, South Kingstown, Washington County, Rhode Island', 'birdId': 10, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'rmk': 'Recorded with Canon EOS Rebel T3i built-in mic. Amplified and noise-removed using Audacity. Habitat: Mostly freshwater barrier bond. Shallow in almost all areas.', 'rec': 'Dylan Pedro', 'gen': 'Cygnus', 'ssp': '', 'file': 'https://xeno-canto.org/310077/download', 'playback-used': 'no', 'uploaded': '2016-04-03', 'id': '310077', 'sp': 'olor', 'lat': '41.3792', 'lng': '-71.5851', 'bird-seen': 'yes', 'alt': '5', 'length': '0:14', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/KDJACHNDMD/ffts/XC310077-small.png', 'large': '//xeno-canto.org/sounds/uploaded/KDJACHNDMD/ffts/XC310077-large.png', 'med': '//xeno-canto.org/sounds/uploaded/KDJACHNDMD/ffts/XC310077-med.png', 'full': '//xeno-canto.org/sounds/uploaded/KDJACHNDMD/ffts/XC310077-full.png'}, 'en': 'Mute Swan', 'also': [''], 'url': '//xeno-canto.org/310077', 'q': 'B', 'time': '12:30', 'file-name': 'XC310077-Mute Swan 12-26-2015.mp3'}, {'date': '2010-05-08', 'loc': 'Bartlett Pond, Manomet, Plymouth County, Massachusetts', 'birdId': 10, 'lic': '//creativecommons.org/licenses/by-nc-nd/2.5/', 'type': 'hissing call', 'gen': 'Cygnus', 'rec': 'Ian Davies', 'ssp': '', 'rmk': '', 'file': 'https://xeno-canto.org/48742/download', 'playback-used': 'unknown', 'uploaded': '2010-05-08', 'id': '48742', 'sp': 'olor', 'lat': '41.928', 'lng': '-70.559', 'bird-seen': 'unknown', 'alt': '10', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/SNHVNQVYJV/ffts/XC48742-small.png', 'large': '//xeno-canto.org/sounds/uploaded/SNHVNQVYJV/ffts/XC48742-large.png', 'med': '//xeno-canto.org/sounds/uploaded/SNHVNQVYJV/ffts/XC48742-med.png', 'full': '//xeno-canto.org/sounds/uploaded/SNHVNQVYJV/ffts/XC48742-full.png'}, 'length': '0:07', 'cnt': 'United States', 'en': 'Mute Swan', 'also': ['Agelaius phoeniceus'], 'url': '//xeno-canto.org/48742', 'q': 'A', 'file-name': 'MUSWloud.mp3', 'time': '15:00'}, {'date': '2010-03-21', 'loc': 'Dividing Creek, NJ', 'birdId': 10, 'lic': '//creativecommons.org/licenses/by-nc-nd/2.5/', 'type': 'call', 'rec': 'Paul Driver', 'gen': 'Cygnus', 'rmk': '', 'ssp': '', 'file': 'https://xeno-canto.org/70554/download', 'playback-used': 'unknown', 'uploaded': '2011-01-26', 'id': '70554', 'sp': 'olor', 'lat': '39.257', 'lng': '-75.125', 'bird-seen': 'unknown', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC70554-small.png', 'large': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC70554-large.png', 'med': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC70554-med.png', 'full': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC70554-full.png'}, 'alt': '0', 'length': '0:20', 'en': 'Mute Swan', 'also': [''], 'url': '//xeno-canto.org/70554', 'q': 'B', 'time': '7.30', 'file-name': 'MUTE SWAN Dividing Creek NJ 32110.mp3'}, {'date': '2009-05-11', 'loc': 'Heislerville, NJ', 'birdId': 10, 'lic': '//creativecommons.org/licenses/by-nc-nd/2.5/', 'type': 'wing sounds', 'gen': 'Cygnus', 'rmk': '', 'rec': 'Paul Driver', 'ssp': '', 'file': 'https://xeno-canto.org/70555/download', 'uploaded': '2011-01-26', 'playback-used': 'unknown', 'id': '70555', 'sp': 'olor', 'lat': '39.198', 'lng': '-75.014', 'bird-seen': 'unknown', 'length': '0:23', 'alt': '0', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC70555-small.png', 'large': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC70555-large.png', 'med': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC70555-med.png', 'full': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC70555-full.png'}, 'cnt': 'United States', 'en': 'Mute Swan', 'also': [''], 'url': '//xeno-canto.org/70555', 'q': 'B', 'file-name': 'MUTE SWAN in flight Heislerville NJ 51109.mp3', 'time': '?'}]"
"['https://images.unsplash.com/photo-1626405687101-0d7ec3acdc10', 'https://images.unsplash.com/photo-1626405687098-89ac5d6a6252']",Tundra Swan,12,Cygnus columbianus,"['North America', 'Western Europe']",Low Concern,"[{'date': '2021-01-17', 'loc': 'Cathlamet, Wahkiakum County, Washington', 'birdId': 12, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, call, sex uncertain', 'rec': 'Whitney Neufeld-Kaiser', 'rmk': 'There were half a dozen Tundra Swans already in the water, and this was the sound of the greetings when another half dozen Tundra Swans flew in and landed nearby.  Recorded with Voice Record Pro on iPhone7, normalized to -3dB and converted to mp3.  Beginning and end trimmed to remove noises by the recordist but otherwise no modifications.', 'gen': 'Cygnus', 'ssp': '', 'file': 'https://xeno-canto.org/618845/download', 'uploaded': '2021-02-01', 'playback-used': 'no', 'id': '618845', 'sp': 'columbianus', 'lat': '46.2317', 'lng': '-123.3997', 'bird-seen': 'yes', 'length': '0:27', 'alt': '0', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/ffts/XC618845-small.png', 'large': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/ffts/XC618845-large.png', 'med': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/ffts/XC618845-med.png', 'full': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/ffts/XC618845-full.png'}, 'cnt': 'United States', 'en': 'Tundra Swan', 'also': ['Agelaius phoeniceus'], 'url': '//xeno-canto.org/618845', 'q': 'B', 'time': '12:04', 'file-name': 'XC618845-TUSW Julia Hansen NWR Jan 2021 Edited.mp3'}, {'date': '2019-04-06', 'loc': 'Raymond (near  Harwood), Cass County, North Dakota', 'birdId': 12, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, call, sex uncertain, white-fronted goose', 'gen': 'Cygnus', 'rec': 'Keith Corliss', 'rmk': 'A mixed flock of tundra swans and greater white-fronted geese calling.', 'ssp': '', 'file': 'https://xeno-canto.org/661315/download', 'uploaded': '2021-07-05', 'playback-used': 'no', 'id': '661315', 'sp': 'columbianus', 'lat': '46.9352', 'lng': '-97.0097', 'bird-seen': 'yes', 'alt': '280', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/WDSGEPZMTU/ffts/XC661315-small.png', 'large': '//xeno-canto.org/sounds/uploaded/WDSGEPZMTU/ffts/XC661315-large.png', 'med': '//xeno-canto.org/sounds/uploaded/WDSGEPZMTU/ffts/XC661315-med.png', 'full': '//xeno-canto.org/sounds/uploaded/WDSGEPZMTU/ffts/XC661315-full.png'}, 'length': '0:10', 'cnt': 'United States', 'en': 'Tundra Swan', 'also': ['Anser albifrons'], 'url': '//xeno-canto.org/661315', 'q': 'B', 'time': '14:00', 'file-name': 'XC661315-20190406TUSWandGWGOcass.mp3'}, {'date': '2019-04-06', 'loc': 'Raymond (near  Harwood), Cass County, North Dakota', 'birdId': 12, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, call, sex uncertain', 'ssp': '', 'rmk': 'Flock of tundra swans calling during spring migration.', 'rec': 'Keith Corliss', 'gen': 'Cygnus', 'file': 'https://xeno-canto.org/661343/download', 'uploaded': '2021-07-05', 'playback-used': 'no', 'id': '661343', 'sp': 'columbianus', 'lat': '46.9352', 'lng': '-97.0097', 'bird-seen': 'yes', 'length': '0:27', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/WDSGEPZMTU/ffts/XC661343-small.png', 'large': '//xeno-canto.org/sounds/uploaded/WDSGEPZMTU/ffts/XC661343-large.png', 'med': '//xeno-canto.org/sounds/uploaded/WDSGEPZMTU/ffts/XC661343-med.png', 'full': '//xeno-canto.org/sounds/uploaded/WDSGEPZMTU/ffts/XC661343-full.png'}, 'cnt': 'United States', 'alt': '280', 'en': 'Tundra Swan', 'also': [''], 'url': '//xeno-canto.org/661343', 'q': 'B', 'file-name': 'XC661343-20190406TUSWcass.mp3', 'time': '13:00'}, {'date': '2021-12-03', 'loc': 'Pemberton Township, Burlington County, New Jersey', 'birdId': 12, 'lic': '//creativecommons.org/licenses/by-nc-nd/4.0/', 'type': 'flight call', 'gen': 'Cygnus', 'rec': 'William Whitehead', 'rmk': 'Whoop, group of eight flyover', 'ssp': '', 'file': 'https://xeno-canto.org/690070/download', 'playback-used': 'no', 'uploaded': '2021-12-03', 'id': '690070', 'sp': 'columbianus', 'lat': '39.9593', 'lng': '-74.5093', 'bird-seen': 'yes', 'length': '0:14', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC690070-small.png', 'large': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC690070-large.png', 'med': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC690070-med.png', 'full': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC690070-full.png'}, 'alt': '30', 'cnt': 'United States', 'en': 'Tundra Swan', 'also': [''], 'url': '//xeno-canto.org/690070', 'q': 'B', 'time': '10:00', 'file-name': 'XC690070-TundraSwan.mp3'}, {'date': '2011-03-14', 'loc': 'Whitesbog, NJ', 'birdId': 12, 'lic': '//creativecommons.org/licenses/by-nc-nd/2.5/', 'type': 'call', 'gen': 'Cygnus', 'rmk': 'birds in flight', 'ssp': '', 'rec': 'Paul Driver', 'file': 'https://xeno-canto.org/72955/download', 'playback-used': 'unknown', 'uploaded': '2011-03-16', 'id': '72955', 'sp': 'columbianus', 'lat': '39.9592', 'lng': '-74.5092', 'bird-seen': 'unknown', 'alt': '5', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72955-small.png', 'large': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72955-large.png', 'med': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72955-med.png', 'full': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72955-full.png'}, 'cnt': 'United States', 'length': '0:11', 'en': 'Tundra Swan', 'also': [''], 'url': '//xeno-canto.org/72955', 'q': 'A', 'time': '18.30', 'file-name': 'TUNDRA SWAN in flight WhitesBogs NJ 031411.mp3'}, {'date': '2011-03-14', 'loc': 'Whitesbog, NJ', 'birdId': 12, 'lic': '//creativecommons.org/licenses/by-nc-nd/2.5/', 'type': 'call', 'ssp': '', 'rec': 'Paul Driver', 'rmk': 'single bird', 'gen': 'Cygnus', 'file': 'https://xeno-canto.org/72957/download', 'playback-used': 'unknown', 'uploaded': '2011-03-16', 'id': '72957', 'sp': 'columbianus', 'lat': '39.9592', 'lng': '-74.5092', 'bird-seen': 'unknown', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72957-small.png', 'large': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72957-large.png', 'med': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72957-med.png', 'full': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72957-full.png'}, 'alt': '5', 'length': '0:10', 'cnt': 'United States', 'en': 'Tundra Swan', 'also': [''], 'url': '//xeno-canto.org/72957', 'q': 'A', 'time': '18.30', 'file-name': 'TUNDRA SWAN1 WhitesBogs NJ 031411 (2).mp3'}, {'date': '2011-03-14', 'loc': 'Whitesbog, NJ', 'birdId': 12, 'lic': '//creativecommons.org/licenses/by-nc-nd/2.5/', 'type': 'call', 'gen': 'Cygnus', 'rec': 'Paul Driver', 'rmk': '', 'ssp': '', 'file': 'https://xeno-canto.org/72959/download', 'playback-used': 'unknown', 'uploaded': '2011-03-16', 'id': '72959', 'sp': 'columbianus', 'lat': '39.9592', 'lng': '-74.5092', 'bird-seen': 'unknown', 'cnt': 'United States', 'alt': '5', 'length': '0:13', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72959-small.png', 'large': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72959-large.png', 'med': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72959-med.png', 'full': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72959-full.png'}, 'en': 'Tundra Swan', 'also': [''], 'url': '//xeno-canto.org/72959', 'q': 'A', 'file-name': 'TUNDRA SWAN WhitesBogs NJ 031411.mp3', 'time': '18.30'}, {'date': '2011-03-14', 'loc': 'Whitesbog, NJ', 'birdId': 12, 'lic': '//creativecommons.org/licenses/by-nc-nd/2.5/', 'type': 'call', 'rmk': 'bugle', 'rec': 'Paul Driver', 'ssp': '', 'gen': 'Cygnus', 'file': 'https://xeno-canto.org/72962/download', 'playback-used': 'unknown', 'uploaded': '2011-03-16', 'id': '72962', 'sp': 'columbianus', 'lat': '39.9592', 'lng': '-74.5092', 'bird-seen': 'unknown', 'cnt': 'United States', 'alt': '5', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72962-small.png', 'large': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72962-large.png', 'med': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72962-med.png', 'full': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC72962-full.png'}, 'length': '0:28', 'en': 'Tundra Swan', 'also': [''], 'url': '//xeno-canto.org/72962', 'q': 'A', 'file-name': 'TUNDRA SWAN3 WhitesBogs NJ 031411.mp3', 'time': '18.30'}, {'date': '2011-12-23', 'loc': 'Ridgefield National Wildlife Refuge, Clark Co., Washington', 'birdId': 12, 'lic': '//creativecommons.org/licenses/by-nc-nd/2.5/', 'type': 'wing noise and call', 'ssp': 'columbianus', 'rmk': 'natural vocalization; wing noise from a bird landing and calls from many other individuals in the background.', 'rec': 'Andrew Spencer', 'gen': 'Cygnus', 'file': 'https://xeno-canto.org/92085/download', 'uploaded': '2011-12-27', 'playback-used': 'unknown', 'id': '92085', 'sp': 'columbianus', 'lat': '45.792', 'lng': '-122.7528', 'bird-seen': 'unknown', 'alt': '20', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC92085-small.png', 'large': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC92085-large.png', 'med': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC92085-med.png', 'full': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC92085-full.png'}, 'length': '0:08', 'cnt': 'United States', 'en': 'Tundra Swan', 'also': [''], 'url': '//xeno-canto.org/92085', 'q': 'A', 'file-name': 'Tundra Swan2011-12-23-1wing.mp3', 'time': '15:00'}, {'date': '2011-12-23', 'loc': 'Ridgefield National Wildlife Refuge, Clark Co., Washington', 'birdId': 12, 'lic': '//creativecommons.org/licenses/by-nc-nd/2.5/', 'type': 'call', 'ssp': 'columbianus', 'rec': 'Andrew Spencer', 'rmk': 'natural vocalization; calls from a pair of birds having a spat.', 'gen': 'Cygnus', 'file': 'https://xeno-canto.org/92086/download', 'playback-used': 'unknown', 'uploaded': '2011-12-27', 'id': '92086', 'sp': 'columbianus', 'lat': '45.792', 'lng': '-122.7528', 'bird-seen': 'unknown', 'alt': '20', 'length': '0:14', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC92086-small.png', 'large': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC92086-large.png', 'med': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC92086-med.png', 'full': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC92086-full.png'}, 'cnt': 'United States', 'en': 'Tundra Swan', 'also': [''], 'url': '//xeno-canto.org/92086', 'q': 'A', 'time': '15:00', 'file-name': 'Tundra Swan2011-12-23-2.mp3'}]"
